,name,author_number,total,contribution
104,Lars Buesing,15,1,0.06666666666666667
105,Arthur Guez,15,1,0.06666666666666667
106,Danilo Jimenez Rezende,15,1,0.06666666666666667
107,Adrià Puigdomènech Badia,15,1,0.06666666666666667
108,Oriol Vinyals,15,1,0.06666666666666667
109,Nicolas Heess,15,1,0.06666666666666667
110,Yujia Li,15,1,0.06666666666666667
111,Razvan Pascanu,15,1,0.06666666666666667
112,Peter Battaglia,15,1,0.06666666666666667
113,Demis Hassabis,15,1,0.06666666666666667
114,David Silver,15,1,0.06666666666666667
115,Daan Wierstra,15,1,0.06666666666666667
116,Xiangru Lian,6,1,0.16666666666666666
117,Ce Zhang,6,1,0.16666666666666666
118,Huan Zhang,6,1,0.16666666666666666
119,Cho-Jui Hsieh,6,1,0.16666666666666666
120,Wei Zhang,6,1,0.16666666666666666
121,Ji Liu,6,1,0.16666666666666666
122,Adith Swaminathan,7,1,0.14285714285714285
123,Akshay Krishnamurthy,7,1,0.14285714285714285
124,Alekh Agarwal,7,1,0.14285714285714285
125,Miro Dudik,7,1,0.14285714285714285
126,John Langford,7,1,0.14285714285714285
127,Damien Jose,7,1,0.14285714285714285
128,Imed Zitouni,7,1,0.14285714285714285
129,Peter Schulam,2,1,0.5
130,Suchi Saria,2,1,0.5
131,Taylor W Killian,4,1,0.25
132,Samuel Daulton,4,1,0.25
133,Finale Doshi-Velez,4,1,0.25
134,George Konidaris,4,1,0.25
135,Mark van der Wilk,3,1,0.3333333333333333
136,Carl Edward Rasmussen,3,1,0.3333333333333333
137,James Hensman,3,1,0.3333333333333333
138,Dylan Hadfield-Menell,5,1,0.2
139,Smitha Milli,5,1,0.2
140,Pieter Abbeel,5,1,0.2
141,Stuart J Russell,5,1,0.2
142,Anca Dragan,5,1,0.2
143,Matt Kusner,4,1,0.25
144,Joshua Loftus,4,1,0.25
145,Chris Russell,4,1,0.25
146,Ricardo Silva,4,1,0.25
147,Chengxu Zhuang,4,1,0.25
148,Jonas Kubilius,4,1,0.25
149,Mitra JZ Hartmann,4,1,0.25
150,Daniel Yamins,4,1,0.25
151,George Papamakarios,3,1,0.3333333333333333
152,Iain Murray,3,1,0.3333333333333333
153,Theo Pavlakou,3,1,0.3333333333333333
154,Laurence Aitchison,7,1,0.14285714285714285
155,Lloyd Russell,7,1,0.14285714285714285
156,Adam Packer,7,1,0.14285714285714285
157,Jinyao Yan,7,1,0.14285714285714285
158,Philippe Castonguay,7,1,0.14285714285714285
159,Michael Hausser,7,1,0.14285714285714285
160,Srinivas C Turaga,7,1,0.14285714285714285
161,Manzil Zaheer,6,1,0.16666666666666666
162,Satwik Kottur,6,1,0.16666666666666666
163,Siamak Ravanbakhsh,6,1,0.16666666666666666
164,Barnabas Poczos,6,1,0.16666666666666666
165,Ruslan Salakhutdinov,6,1,0.16666666666666666
166,Alexander Smola,6,1,0.16666666666666666
167,Giuseppe Pica,9,1,0.1111111111111111
168,Eugenio Piasini,9,1,0.1111111111111111
169,Houman Safaai,9,1,0.1111111111111111
170,Caroline Runyan,9,1,0.1111111111111111
171,Christopher Harvey,9,1,0.1111111111111111
172,Mathew Diamond,9,1,0.1111111111111111
173,Christoph Kayser,9,1,0.1111111111111111
174,Tommaso Fellin,9,1,0.1111111111111111
175,Stefano Panzeri,9,1,0.1111111111111111
176,Hao He,4,1,0.25
177,Bo Xin,4,1,0.25
178,Satoshi Ikehata,4,1,0.25
179,David Wipf,4,1,0.25
